pack,title,slug,category,suggested_visual,visual_safety_rule,id,image_type,brief,copyright_status,recommended_visual,must_avoid,source_status,notes,description,licensing_note,route,image_brief,recommended_style,copyright_note
"Airway, Intubation & Ventilator Essentials",High-Pressure Alarm Approach,high-pressure-alarm-approach,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Low-Pressure Alarm Approach,low-pressure-alarm-approach,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Sudden Desaturation on the Ventilator,sudden-desaturation-ventilator,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Auto-PEEP and Breath Stacking,auto-peep-breath-stacking,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Ventilator Asynchrony,ventilator-asynchrony,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Post-Intubation Hypotension,post-intubation-hypotension-airway,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Hyperoxia After Intubation,hyperoxia-after-intubation,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Capnography on the Ventilator,capnography-on-ventilator,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
"Airway, Intubation & Ventilator Essentials",Extubation and Weaning Readiness Concept,extubation-weaning-readiness-concept,,,,,Ventilator waveform / settings schematic,,,,,,,"Simple original schematic: ventilator mode/settings panel, pressure/flow waveform, or alarm workflow.",Use original SEG illustrations or licensed/open images only; avoid copyrighted textbook screenshots.,,,,
POCUS Essentials,What POCUS Is—and Is Not,,,,,,,,,,,,,,,/pocus/roadmap/what-is-pocus,"High-quality annotated educational ultrasound diagram/clip placeholder for What POCUS Is—and Is Not: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,"Machine, Probe, and Screen Basics",,,,,,,,,,,,,,,/pocus/roadmap/machine-probe-screen-basics,"High-quality annotated educational ultrasound diagram/clip placeholder for Machine, Probe, and Screen Basics: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Probe Marker and Image Orientation,,,,,,,,,,,,,,,/pocus/roadmap/probe-marker-orientation,"High-quality annotated educational ultrasound diagram/clip placeholder for Probe Marker and Image Orientation: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Ultrasound Artifacts as Clues,,,,,,,,,,,,,,,/pocus/roadmap/artifacts-as-clues,"High-quality annotated educational ultrasound diagram/clip placeholder for Ultrasound Artifacts as Clues: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,"Documentation, Storage, and QA",,,,,,,,,,,,,,,/pocus/roadmap/documentation-storage-qa,"High-quality annotated educational ultrasound diagram/clip placeholder for Documentation, Storage, and QA: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,POCUS in the Undifferentiated Shock Patient,,,,,,,,,,,,,,,/pocus/roadmap/pocus-shock-first-look,"High-quality annotated educational ultrasound diagram/clip placeholder for POCUS in the Undifferentiated Shock Patient: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,POCUS Should Not Delay Life-Saving Action,,,,,,,,,,,,,,,/pocus/roadmap/pocus-must-not-delay-action,"High-quality annotated educational ultrasound diagram/clip placeholder for POCUS Should Not Delay Life-Saving Action: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,False Positives and False Negatives,,,,,,,,,,,,,,,/pocus/roadmap/false-positive-false-negative,"High-quality annotated educational ultrasound diagram/clip placeholder for False Positives and False Negatives: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Image Quality Checklist,,,,,,,,,,,,,,,/pocus/roadmap/image-quality-checklist,"High-quality annotated educational ultrasound diagram/clip placeholder for Image Quality Checklist: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Building a POCUS Habit in SEG,,,,,,,,,,,,,,,/pocus/roadmap/building-pocus-habit,"High-quality annotated educational ultrasound diagram/clip placeholder for Building a POCUS Habit in SEG: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Curvilinear Probe,,,,,,,,,,,,,,,/pocus/core/curvilinear-probe,"High-quality annotated educational ultrasound diagram/clip placeholder for Curvilinear Probe: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Linear Probe,,,,,,,,,,,,,,,/pocus/core/linear-probe,"High-quality annotated educational ultrasound diagram/clip placeholder for Linear Probe: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Phased Array Probe,,,,,,,,,,,,,,,/pocus/core/phased-array-probe,"High-quality annotated educational ultrasound diagram/clip placeholder for Phased Array Probe: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,"Depth, Gain, and Focus",,,,,,,,,,,,,,,/pocus/core/depth-gain-focus,"High-quality annotated educational ultrasound diagram/clip placeholder for Depth, Gain, and Focus: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,M-Mode Basics,,,,,,,,,,,,,,,/pocus/core/m-mode-basics,"High-quality annotated educational ultrasound diagram/clip placeholder for M-Mode Basics: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Color Doppler Basics,,,,,,,,,,,,,,,/pocus/core/color-doppler-basics,"High-quality annotated educational ultrasound diagram/clip placeholder for Color Doppler Basics: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Needle Visualization,,,,,,,,,,,,,,,/pocus/core/needle-visualization,"High-quality annotated educational ultrasound diagram/clip placeholder for Needle Visualization: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Image Labeling and Side Confirmation,,,,,,,,,,,,,,,/pocus/core/image-labeling-side-confirmation,"High-quality annotated educational ultrasound diagram/clip placeholder for Image Labeling and Side Confirmation: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Probe Cleaning and Infection Control,,,,,,,,,,,,,,,/pocus/core/probe-cleaning-infection-control,"High-quality annotated educational ultrasound diagram/clip placeholder for Probe Cleaning and Infection Control: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,POCUS Communication,,,,,,,,,,,,,,,/pocus/core/pocus-communication,"High-quality annotated educational ultrasound diagram/clip placeholder for POCUS Communication: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Procedural Sterile Setup,,,,,,,,,,,,,,,/pocus/core/procedural-sterile-setup,"High-quality annotated educational ultrasound diagram/clip placeholder for Procedural Sterile Setup: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,POCUS Cognitive Bias,,,,,,,,,,,,,,,/pocus/core/pocus-cognitive-bias,"High-quality annotated educational ultrasound diagram/clip placeholder for POCUS Cognitive Bias: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Pericardial Effusion and Tamponade,,,,,,,,,,,,,,,/pocus/applications/cardiac/pericardial-effusion-tamponade,"High-quality annotated educational ultrasound diagram/clip placeholder for Pericardial Effusion and Tamponade: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Left Ventricular Function,,,,,,,,,,,,,,,/pocus/applications/cardiac/lv-function,"High-quality annotated educational ultrasound diagram/clip placeholder for Left Ventricular Function: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Right Ventricular Dilation and Strain,,,,,,,,,,,,,,,/pocus/applications/cardiac/rv-dilation-strain,"High-quality annotated educational ultrasound diagram/clip placeholder for Right Ventricular Dilation and Strain: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Cardiac Arrest POCUS,,,,,,,,,,,,,,,/pocus/applications/cardiac/cardiac-arrest-pocus,"High-quality annotated educational ultrasound diagram/clip placeholder for Cardiac Arrest POCUS: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,IVC and Volume Clues,,,,,,,,,,,,,,,/pocus/applications/cardiac/ivc-volume-clues,"High-quality annotated educational ultrasound diagram/clip placeholder for IVC and Volume Clues: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,RUSH Shock Ultrasound,,,,,,,,,,,,,,,/pocus/applications/cardiac/rush-shock,"High-quality annotated educational ultrasound diagram/clip placeholder for RUSH Shock Ultrasound: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,A-Lines and Dry Lung Pattern,,,,,,,,,,,,,,,/pocus/applications/lung/a-lines,"High-quality annotated educational ultrasound diagram/clip placeholder for A-Lines and Dry Lung Pattern: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,B-Lines and Interstitial Syndrome,,,,,,,,,,,,,,,/pocus/applications/lung/b-lines,"High-quality annotated educational ultrasound diagram/clip placeholder for B-Lines and Interstitial Syndrome: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Pneumothorax POCUS,,,,,,,,,,,,,,,/pocus/applications/lung/pneumothorax,"High-quality annotated educational ultrasound diagram/clip placeholder for Pneumothorax POCUS: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Pleural Effusion,,,,,,,,,,,,,,,/pocus/applications/lung/pleural-effusion,"High-quality annotated educational ultrasound diagram/clip placeholder for Pleural Effusion: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Lung Consolidation,,,,,,,,,,,,,,,/pocus/applications/lung/consolidation,"High-quality annotated educational ultrasound diagram/clip placeholder for Lung Consolidation: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Diaphragm and Effort Clues,,,,,,,,,,,,,,,/pocus/applications/lung/diaphragm-effort,"High-quality annotated educational ultrasound diagram/clip placeholder for Diaphragm and Effort Clues: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,FAST RUQ View,,,,,,,,,,,,,,,/pocus/applications/trauma/fast-ruq,"High-quality annotated educational ultrasound diagram/clip placeholder for FAST RUQ View: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,FAST LUQ View,,,,,,,,,,,,,,,/pocus/applications/trauma/fast-luq,"High-quality annotated educational ultrasound diagram/clip placeholder for FAST LUQ View: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,FAST Pelvic View,,,,,,,,,,,,,,,/pocus/applications/trauma/fast-pelvis,"High-quality annotated educational ultrasound diagram/clip placeholder for FAST Pelvic View: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,eFAST Chest Views,,,,,,,,,,,,,,,/pocus/applications/trauma/efast-chest,"High-quality annotated educational ultrasound diagram/clip placeholder for eFAST Chest Views: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Positive FAST in Hypotensive Trauma,,,,,,,,,,,,,,,/pocus/applications/trauma/positive-fast-hypotensive-trauma,"High-quality annotated educational ultrasound diagram/clip placeholder for Positive FAST in Hypotensive Trauma: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Negative FAST Limitations,,,,,,,,,,,,,,,/pocus/applications/trauma/negative-fast-limitations,"High-quality annotated educational ultrasound diagram/clip placeholder for Negative FAST Limitations: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Abdominal Aortic Aneurysm,,,,,,,,,,,,,,,/pocus/applications/aorta/abdominal-aortic-aneurysm,"High-quality annotated educational ultrasound diagram/clip placeholder for Abdominal Aortic Aneurysm: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Aortic Dissection Caveats,,,,,,,,,,,,,,,/pocus/applications/aorta/aortic-dissection-caveats,"High-quality annotated educational ultrasound diagram/clip placeholder for Aortic Dissection Caveats: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,DVT Femoral Compression,,,,,,,,,,,,,,,/pocus/applications/vascular/dvt-femoral-compression,"High-quality annotated educational ultrasound diagram/clip placeholder for DVT Femoral Compression: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,DVT Popliteal Compression,,,,,,,,,,,,,,,/pocus/applications/vascular/dvt-popliteal-compression,"High-quality annotated educational ultrasound diagram/clip placeholder for DVT Popliteal Compression: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Ultrasound-Guided Peripheral IV,,,,,,,,,,,,,,,/pocus/applications/procedures/us-guided-piv,"High-quality annotated educational ultrasound diagram/clip placeholder for Ultrasound-Guided Peripheral IV: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Central Venous Access Guidance,,,,,,,,,,,,,,,/pocus/applications/procedures/central-venous-access,"High-quality annotated educational ultrasound diagram/clip placeholder for Central Venous Access Guidance: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Thoracentesis Site Selection,,,,,,,,,,,,,,,/pocus/applications/procedures/thoracentesis-site-selection,"High-quality annotated educational ultrasound diagram/clip placeholder for Thoracentesis Site Selection: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Paracentesis Site Selection,,,,,,,,,,,,,,,/pocus/applications/procedures/paracentesis-site-selection,"High-quality annotated educational ultrasound diagram/clip placeholder for Paracentesis Site Selection: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Abscess vs Cellulitis,,,,,,,,,,,,,,,/pocus/applications/soft-tissue/abscess-vs-cellulitis,"High-quality annotated educational ultrasound diagram/clip placeholder for Abscess vs Cellulitis: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Foreign Body Ultrasound,,,,,,,,,,,,,,,/pocus/applications/soft-tissue/foreign-body,"High-quality annotated educational ultrasound diagram/clip placeholder for Foreign Body Ultrasound: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Long Bone Fracture POCUS,,,,,,,,,,,,,,,/pocus/applications/msk/long-bone-fracture,"High-quality annotated educational ultrasound diagram/clip placeholder for Long Bone Fracture POCUS: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Early Intrauterine Pregnancy,,,,,,,,,,,,,,,/pocus/applications/obgyn/early-iup,"High-quality annotated educational ultrasound diagram/clip placeholder for Early Intrauterine Pregnancy: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Pregnancy of Unknown Location,,,,,,,,,,,,,,,/pocus/applications/obgyn/pregnancy-unknown-location,"High-quality annotated educational ultrasound diagram/clip placeholder for Pregnancy of Unknown Location: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Ectopic Pregnancy Danger,,,,,,,,,,,,,,,/pocus/applications/obgyn/ectopic-danger,"High-quality annotated educational ultrasound diagram/clip placeholder for Ectopic Pregnancy Danger: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Fetal Cardiac Activity Basics,,,,,,,,,,,,,,,/pocus/applications/obgyn/fetal-cardiac-activity,"High-quality annotated educational ultrasound diagram/clip placeholder for Fetal Cardiac Activity Basics: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Biliary Colic and Cholecystitis,,,,,,,,,,,,,,,/pocus/applications/abdominal/biliary-cholecystitis,"High-quality annotated educational ultrasound diagram/clip placeholder for Biliary Colic and Cholecystitis: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Hydronephrosis,,,,,,,,,,,,,,,/pocus/applications/renal/hydronephrosis,"High-quality annotated educational ultrasound diagram/clip placeholder for Hydronephrosis: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Bladder Volume and Retention,,,,,,,,,,,,,,,/pocus/applications/renal/bladder-retention,"High-quality annotated educational ultrasound diagram/clip placeholder for Bladder Volume and Retention: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Small Bowel Obstruction,,,,,,,,,,,,,,,/pocus/applications/abdominal/small-bowel-obstruction,"High-quality annotated educational ultrasound diagram/clip placeholder for Small Bowel Obstruction: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Appendicitis Caveats,,,,,,,,,,,,,,,/pocus/applications/abdominal/appendicitis-caveats,"High-quality annotated educational ultrasound diagram/clip placeholder for Appendicitis Caveats: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Retinal Detachment,,,,,,,,,,,,,,,/pocus/applications/ocular/retinal-detachment,"High-quality annotated educational ultrasound diagram/clip placeholder for Retinal Detachment: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Vitreous Hemorrhage vs Detachment,,,,,,,,,,,,,,,/pocus/applications/ocular/vitreous-hemorrhage-detachment,"High-quality annotated educational ultrasound diagram/clip placeholder for Vitreous Hemorrhage vs Detachment: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Optic Nerve Sheath Diameter,,,,,,,,,,,,,,,/pocus/applications/ocular/optic-nerve-sheath,"High-quality annotated educational ultrasound diagram/clip placeholder for Optic Nerve Sheath Diameter: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Pyloric Stenosis,,,,,,,,,,,,,,,/pocus/applications/peds/pyloric-stenosis,"High-quality annotated educational ultrasound diagram/clip placeholder for Pyloric Stenosis: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Pediatric Lung Ultrasound,,,,,,,,,,,,,,,/pocus/applications/peds/pediatric-lung-ultrasound,"High-quality annotated educational ultrasound diagram/clip placeholder for Pediatric Lung Ultrasound: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Ultrasound-Guided Nerve Block Concept,,,,,,,,,,,,,,,/pocus/applications/procedures/nerve-block-concept,"High-quality annotated educational ultrasound diagram/clip placeholder for Ultrasound-Guided Nerve Block Concept: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
POCUS Essentials,Soft Tissue Necrotizing Infection Clues,,,,,,,,,,,,,,,/pocus/applications/soft-tissue/necrotizing-infection-clues,"High-quality annotated educational ultrasound diagram/clip placeholder for Soft Tissue Necrotizing Infection Clues: probe, patient position, target anatomy, normal vs abnormal finding.",original SEG annotated schematic or locally licensed ultrasound clip,Do not use copyrighted textbook figures directly without permission.
